filename,Description,Sample_ID_for_Data_Sharing_and_Public_Release,Tissue,Hippocampus Group
GTEX-1399T-0011-R8b-SM-AFUJB.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-139TS-0011-R8a-SM-AFUJK.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R8a-SM-AFUJK,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13FXS-0011-R8a-SM-AFUJR.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R8a-SM-AFUJR,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13G51-0011-R8b-SM-AFUK1.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R8b-SM-AFUK1,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NYS-0011-R8a-SM-AFUKK.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R8a-SM-AFUKK,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13NZA-0011-R8b-SM-AFUKO.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R8b-SM-AFUKO,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-13OW7-0011-R8b-SM-AFUNE.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R8b-SM-AFUNE,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-RU72-0011-R8a-SM-AFUOC.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-RU72-0011-R8a-SM-AFUOC,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-WZTO-0011-R8a-SM-AFUOP.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R8a-SM-AFUOP,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZUA1-0011-R8b-SM-AFUP3.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R8b-SM-AFUP3,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-ZVT3-0011-R8b-SM-AFUPA.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R8b-SM-AFUPA,Brain - Hypothalamus,
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R6a-SM-AFUJ2.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R6a-SM-AFUJ2,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12WSC-0011-R6b-SM-AFUM1.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R6b-SM-AFUM1,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-12ZZY-0011-R6b-SM-AFUMC.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R6b-SM-AFUMC,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHO-0011-R6b-SM-AFUMG.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R6b-SM-AFUMG,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHP-0011-R6b-SM-AFUMK.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R6b-SM-AFUMK,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHP-0011-R6b-SM-AFUMK.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R6b-SM-AFUMK,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHP-0011-R6b-SM-AFUMK.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R6b-SM-AFUMK,Brain - Nucleus accumbens (basal ganglia),
GTEX-13FHP-0011-R6b-SM-AFUMK.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R6b-SM-AFUMK,Brain - Nucleus accumbens (basal ganglia),
